"duplicatedProperties","specificity","specificityIdAvg","selectorsByAttribute","specificityIdTotal","colors","complexSelectorsByAttribute","universalSelectors","specificityTagTotal","expressions","specificityClassTotal","oldPropertyPrefixes","specificity_category","selectorsByTag","mediaQueries","rules","multiClassesSelectors","selectorsByClass","specificityTagAvg","specificityClassAvg","selectorsByPseudo","qualifiedSelectors","declarations","selectors","length","importants","oldIEFixes","complexSelectors","selectorsById","Defected"
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,5,1,159,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,125,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,91,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,69,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,2,1,156,0,0,0,0,True
0,40,0,1,0,0,0,1,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,5,1,152,0,0,0,0,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,5,1,157,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,2,1,122,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,88,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,66,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,2,1,153,0,0,0,0,True
0,40,0,1,0,0,0,1,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,5,1,149,0,0,0,0,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,90,0,0,0,0,True
0,30,0,1,0,1,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,3,1,148,0,0,0,0,True
0,11,0,0,0,0,0,0,2,0,2,0,"medium",2,0,1,0,2,1,1,0,0,3,2,177,0,0,0,0,True
0,21,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,1,1,1,2,0,0,3,1,117,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,131,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,131,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,131,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,131,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,131,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,131,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,131,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,131,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,131,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,31,0,0,0,0,0,0,1,0,3,0,"medium",1,0,1,1,1,1,3,1,0,3,1,132,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,3,1,211,0,0,0,0,True
0,40,0,1,0,0,0,1,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,5,1,155,0,0,0,0,False
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,13,1,240,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,3,1,87,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,3,1,92,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,91,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,87,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,93,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,89,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,89,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,85,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,95,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,91,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,100,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,94,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,100,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,102,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,107,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,113,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,111,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,109,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,109,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,111,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,115,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,105,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,110,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,109,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,117,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,112,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,115,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,110,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,113,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,108,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,119,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,114,0,0,0,0,True
0,30,0,2,0,0,0,0,0,0,7,0,"medium",0,0,1,2,3,0,2.33,0,0,1,3,154,0,0,0,0,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,45,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,45,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,1.5,0,0,1,2,86,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,45,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,45,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,47,0,0,0,0,True
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,2,1,86,0,0,0,0,False
0,21,0,2,0,0,0,0,2,0,4,0,"medium",0,0,1,0,2,1,2,2,0,2,2,132,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",0,0,1,0,2,1,3,2,0,3,2,168,0,0,0,0,True
0,21,0,1,0,0,0,0,1,0,2,0,"medium",0,0,1,0,1,1,2,1,0,10,1,243,0,0,0,0,False
0,21,0,1,0,0,0,0,1,0,2,0,"medium",0,0,1,0,1,1,2,1,0,4,1,98,0,0,0,0,False
0,31,0,2,0,0,0,0,2,0,6,0,"medium",0,0,1,0,2,1,3,2,0,2,2,196,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",0,0,1,0,2,1,3,2,0,2,2,186,0,0,0,0,False
0,31,0,2,0,0,0,0,2,0,6,0,"medium",0,0,1,0,2,1,3,2,0,1,2,170,0,0,0,0,False
0,31,0,1,0,0,0,0,1,0,3,0,"medium",0,0,1,0,1,1,3,1,0,4,1,196,0,0,0,0,False
0,41,0,2,0,0,0,0,2,0,8,0,"medium",0,0,1,0,2,1,4,2,0,1,2,182,0,0,0,0,False
0,31,0,2,0,0,0,0,2,0,6,0,"medium",0,0,1,0,2,1,3,2,0,1,2,173,0,0,0,0,False
0,31,0,1,0,0,0,0,1,0,3,0,"medium",0,0,1,0,1,1,3,1,0,4,1,199,0,0,0,0,False
0,41,0,2,0,0,0,0,2,0,8,0,"medium",0,0,1,0,2,1,4,2,0,1,2,185,0,0,0,0,False
0,31,0,4,0,0,0,0,4,0,12,0,"medium",0,0,1,0,4,1,3,4,0,3,4,367,0,0,0,0,True
0,31,0,2,0,0,0,0,2,0,6,0,"medium",0,0,1,0,2,1,3,2,0,1,2,172,0,0,0,0,False
0,31,0,1,0,0,0,0,1,0,3,0,"medium",0,0,1,0,1,1,3,1,0,4,1,198,0,0,0,0,False
0,41,0,2,0,0,0,0,2,0,8,0,"medium",0,0,1,0,2,1,4,2,0,1,2,184,0,0,0,0,False
0,31,0,2,0,0,0,0,2,0,6,0,"medium",0,0,1,0,2,1,3,2,0,1,2,171,0,0,0,0,False
0,31,0,1,0,0,0,0,1,0,3,0,"medium",0,0,1,0,1,1,3,1,0,4,1,197,0,0,0,0,False
0,41,0,2,0,0,0,0,2,0,8,0,"medium",0,0,1,0,2,1,4,2,0,1,2,183,0,0,0,0,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,40,0,0,0,0,False
0,21,0,0,0,0,0,0,1,0,2,0,"medium",1,0,1,0,2,1,2,0,1,1,1,54,0,0,0,0,False
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,97,0,0,0,0,True
0,30,0,0,0,0,0,0,0,0,3,0,"medium",0,0,1,0,3,0,3,0,0,2,1,118,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,2,1,114,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,3,1,134,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,2,1,117,0,0,0,0,True
0,40,0,1,0,0,0,0,0,0,4,0,"medium",0,0,1,1,2,0,4,0,0,3,1,137,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,1,1,94,0,0,0,0,False
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,2,1,150,0,0,0,0,True
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,3,1,169,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,1,1,95,0,0,0,0,False
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,2,1,150,0,0,0,0,True
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,3,1,170,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,1,1,92,0,0,0,0,False
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,2,1,148,0,0,0,0,True
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,3,1,167,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,1,1,94,0,0,0,0,False
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,2,1,149,0,0,0,0,True
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,3,1,169,0,0,0,0,True
0,30,0,1,0,0,0,0,0,0,3,0,"medium",0,0,1,0,2,0,3,0,0,1,1,88,0,0,0,0,False
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,2,1,153,0,0,0,0,True
0,50,0,1,0,0,0,0,0,0,5,0,"medium",0,0,1,1,3,0,5,0,0,3,1,171,0,0,0,0,True
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,3,1,76,0,0,0,0,False
0,20,0,0,0,1,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,2,1,81,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,0,2,0,2,0,0,1,1,74,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,59,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,80,0,0,0,0,False
0,31,0,1,0,1,0,0,1,0,3,0,"medium",0,0,1,0,2,1,3,1,0,10,1,266,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,79,0,0,0,0,False
0,31,0,1,0,1,0,0,1,0,3,0,"medium",0,0,1,0,2,1,3,1,0,10,1,272,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,80,0,0,0,0,False
0,31,0,1,0,1,0,0,1,0,3,0,"medium",0,0,1,0,2,1,3,1,0,10,1,268,0,0,0,0,False
0,20,0,1,0,0,0,0,0,0,2,0,"medium",0,0,1,0,1,0,2,0,0,1,1,80,0,0,0,0,False
0,31,0,1,0,1,0,0,1,0,3,0,"medium",0,0,1,0,2,1,3,1,0,10,1,265,0,0,0,0,False
0,10,0,0,0,0,0,0,0,0,1,0,"medium",0,0,1,0,1,0,1,0,0,1,1,43,0,0,0,0,True
0,20,0,0,0,0,0,0,0,0,2,0,"medium",0,0,1,1,1,0,2,0,0,1,1,49,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,2,1,114,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,3,1,147,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,3,1,140,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,1,1,53,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,4,1,172,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,1,1,47,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,4,1,203,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,1,1,46,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,4,1,194,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,1,1,50,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,5,1,201,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,1,1,48,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,4,1,176,0,0,0,0,True
0,10,0,1,0,0,0,1,0,0,1,0,"medium",0,0,1,0,0,0,1,0,0,1,1,48,0,0,0,0,True
0,30,0,1,0,0,0,1,0,0,3,0,"medium",0,0,1,1,1,0,3,0,0,4,1,170,0,0,0,0,True
